"period_type","fiscal_year_be","period_order","period_label","indicator_no","indicator_name","target_text","target_type","target_value","numerator","denominator","actual_percent","status","gap_from_target"
"เดือน","2569","6","มีนาคม","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","45","297","15.15","ไม่ผ่าน","-54.85"
"เดือน","2569","6","มีนาคม","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","11","297","3.7","ไม่ผ่าน","-36.3"
"เดือน","2569","6","มีนาคม","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","30","297","10.1","ไม่ผ่าน","-69.9"
"เดือน","2569","7","เมษายน","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","99","200","49.5","ไม่ผ่าน","-20.5"
"เดือน","2569","7","เมษายน","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","22","99","22.22","ไม่ผ่าน","-17.78"
"เดือน","2569","7","เมษายน","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","34","200","17","ไม่ผ่าน","-53"
"เดือน","2569","7","เมษายน","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","15","200","7.5","ไม่ผ่าน","-32.5"
"เดือน","2569","7","เมษายน","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","48","200","24","ไม่ผ่าน","-56"
"เดือน","2569","8","พฤษภาคม","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","232","376","61.7","ไม่ผ่าน","-8.3"
"เดือน","2569","8","พฤษภาคม","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","37","232","15.95","ไม่ผ่าน","-24.05"
"เดือน","2569","8","พฤษภาคม","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","49","376","13.03","ไม่ผ่าน","-56.97"
"เดือน","2569","8","พฤษภาคม","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","14","376","3.72","ไม่ผ่าน","-36.28"
"เดือน","2569","8","พฤษภาคม","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","85","376","22.61","ไม่ผ่าน","-57.39"
"ไตรมาส","2569","1","ไตรมาส 1","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","767","801","95.76","ผ่าน","25.76"
"ไตรมาส","2569","1","ไตรมาส 1","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","171","767","22.29","ไม่ผ่าน","-17.71"
"ไตรมาส","2569","1","ไตรมาส 1","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","100","801","12.48","ไม่ผ่าน","-57.52"
"ไตรมาส","2569","1","ไตรมาส 1","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","35","801","4.37","ไม่ผ่าน","-35.63"
"ไตรมาส","2569","1","ไตรมาส 1","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","76","801","9.49","ไม่ผ่าน","-70.51"
"ไตรมาส","2569","2","ไตรมาส 2","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","562","897","62.65","ไม่ผ่าน","-7.35"
"ไตรมาส","2569","2","ไตรมาส 2","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","125","562","22.24","ไม่ผ่าน","-17.76"
"ไตรมาส","2569","2","ไตรมาส 2","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","142","897","15.83","ไม่ผ่าน","-54.17"
"ไตรมาส","2569","2","ไตรมาส 2","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","50","897","5.57","ไม่ผ่าน","-34.43"
"ไตรมาส","2569","2","ไตรมาส 2","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","212","897","23.63","ไม่ผ่าน","-56.37"
"ไตรมาส","2569","3","ไตรมาส 3","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","330","570","57.89","ไม่ผ่าน","-12.11"
"ไตรมาส","2569","3","ไตรมาส 3","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","58","330","17.58","ไม่ผ่าน","-22.42"
"ไตรมาส","2569","3","ไตรมาส 3","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","83","570","14.56","ไม่ผ่าน","-55.44"
"ไตรมาส","2569","3","ไตรมาส 3","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","29","570","5.09","ไม่ผ่าน","-34.91"
"ไตรมาส","2569","3","ไตรมาส 3","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","133","570","23.33","ไม่ผ่าน","-56.67"
"ปีงบประมาณ","2569","0","ปีงบประมาณ 2569","1","อัตราผู้ป่วย DM ที่ได้รับการตรวจ HbA1c",">= 70%",">=","70","1006","1066","94.37","ผ่าน","24.37"
"ปีงบประมาณ","2569","0","ปีงบประมาณ 2569","2","อัตราผู้ป่วย DM ที่มี HbA1c น้อยกว่า 7","> 40%",">","40","256","1006","25.45","ไม่ผ่าน","-14.55"
"ปีงบประมาณ","2569","0","ปีงบประมาณ 2569","13","อัตราผู้ป่วย DM ที่ได้รับการตรวจจอประสาทตาประจำปี",">= 70%",">=","70","320","1066","30.02","ไม่ผ่าน","-39.98"
"ปีงบประมาณ","2569","0","ปีงบประมาณ 2569","14","อัตราผู้ป่วย DM ที่ได้รับการตรวจสุขภาพช่องปากประจำปี","> 40%",">","40","113","1066","10.6","ไม่ผ่าน","-29.4"
"ปีงบประมาณ","2569","0","ปีงบประมาณ 2569","15","อัตราผู้ป่วย DM ที่ได้รับการตรวจเท้าอย่างละเอียดประจำปี",">= 80%",">=","80","418","1066","39.21","ไม่ผ่าน","-40.79"
